Driver,Team,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedST,Position,Deleted,Race,Year,Engine
BOR,Kick Sauber,10.0,0 days 00:01:35.625000,0 days 00:00:33.964000,0 days 00:00:20.030000,0 days 00:00:41.631000,274.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,11.0,0 days 00:01:34.655000,0 days 00:00:33.762000,0 days 00:00:19.755000,0 days 00:00:41.138000,281.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,12.0,0 days 00:01:34.382000,0 days 00:00:33.593000,0 days 00:00:19.666000,0 days 00:00:41.123000,270.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,13.0,0 days 00:01:34.383000,0 days 00:00:33.907000,0 days 00:00:19.633000,0 days 00:00:40.843000,261.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,14.0,0 days 00:01:34.102000,0 days 00:00:33.309000,0 days 00:00:19.414000,0 days 00:00:41.379000,281.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,15.0,0 days 00:01:33.692000,0 days 00:00:33.416000,0 days 00:00:19.392000,0 days 00:00:40.884000,283.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,16.0,0 days 00:01:34.111000,0 days 00:00:33.534000,0 days 00:00:19.498000,0 days 00:00:41.079000,283.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,17.0,0 days 00:01:34.756000,0 days 00:00:33.665000,0 days 00:00:19.336000,0 days 00:00:41.755000,284.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,18.0,0 days 00:01:33.892000,0 days 00:00:33.401000,0 days 00:00:19.278000,0 days 00:00:41.213000,287.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,19.0,0 days 00:01:33.906000,0 days 00:00:33.356000,0 days 00:00:19.242000,0 days 00:00:41.308000,281.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,20.0,0 days 00:01:33.328000,0 days 00:00:33.261000,0 days 00:00:19.150000,0 days 00:00:40.917000,288.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,21.0,0 days 00:01:33.350000,0 days 00:00:33.170000,0 days 00:00:19.132000,0 days 00:00:41.048000,288.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,22.0,0 days 00:01:32.734000,0 days 00:00:32.833000,0 days 00:00:19.204000,0 days 00:00:40.697000,289.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,23.0,0 days 00:01:32.966000,0 days 00:00:32.882000,0 days 00:00:19.178000,0 days 00:00:40.906000,291.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,24.0,0 days 00:01:32.369000,0 days 00:00:32.738000,0 days 00:00:19.157000,0 days 00:00:40.474000,290.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,25.0,0 days 00:01:32.235000,0 days 00:00:32.743000,0 days 00:00:19.145000,0 days 00:00:40.347000,289.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,26.0,0 days 00:01:31.425000,0 days 00:00:32.394000,0 days 00:00:19.048000,0 days 00:00:39.983000,291.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,27.0,0 days 00:01:31.406000,0 days 00:00:32.440000,0 days 00:00:19.001000,0 days 00:00:39.965000,292.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,28.0,0 days 00:01:30.755000,0 days 00:00:32.268000,0 days 00:00:18.908000,0 days 00:00:39.579000,290.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,29.0,0 days 00:01:31.329000,0 days 00:00:32.451000,0 days 00:00:19.079000,0 days 00:00:39.799000,291.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,30.0,0 days 00:01:31.146000,0 days 00:00:32.456000,0 days 00:00:19.054000,0 days 00:00:39.636000,291.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,31.0,0 days 00:01:30.446000,0 days 00:00:32.239000,0 days 00:00:18.913000,0 days 00:00:39.294000,292.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,32.0,0 days 00:01:29.830000,0 days 00:00:31.969000,0 days 00:00:18.924000,0 days 00:00:38.937000,291.0,14.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,33.0,0 days 00:02:10.326000,0 days 00:00:32.229000,0 days 00:00:26.932000,0 days 00:01:11.165000,290.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,34.0,0 days 00:02:04.556000,0 days 00:00:46.489000,0 days 00:00:29.834000,0 days 00:00:48.233000,159.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,35.0,0 days 00:02:12.146000,0 days 00:00:42.282000,0 days 00:00:34.853000,0 days 00:00:55.011000,200.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,36.0,,0 days 00:00:44.902000,0 days 00:00:41.233000,0 days 00:01:11.005000,207.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,37.0,0 days 00:02:20.921000,0 days 00:00:45.391000,0 days 00:00:40.838000,0 days 00:00:54.692000,195.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,38.0,0 days 00:02:13.374000,0 days 00:00:44.094000,0 days 00:00:34.435000,0 days 00:00:54.845000,187.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,39.0,0 days 00:01:48.623000,0 days 00:00:41.886000,0 days 00:00:22.879000,0 days 00:00:43.858000,175.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,40.0,0 days 00:01:32.438000,0 days 00:00:33.855000,0 days 00:00:19.731000,0 days 00:00:38.852000,241.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,41.0,0 days 00:01:28.125000,0 days 00:00:31.898000,0 days 00:00:19.169000,0 days 00:00:37.058000,288.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,42.0,0 days 00:01:24.770000,0 days 00:00:30.071000,0 days 00:00:18.781000,0 days 00:00:35.918000,295.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,43.0,0 days 00:01:24.192000,0 days 00:00:29.066000,0 days 00:00:18.822000,0 days 00:00:36.304000,294.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,44.0,0 days 00:01:52.582000,0 days 00:00:30.251000,0 days 00:00:18.627000,0 days 00:01:03.704000,265.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,45.0,0 days 00:01:36.255000,0 days 00:00:37.176000,0 days 00:00:19.099000,0 days 00:00:39.980000,209.0,13.0,False,Australian Grand Prix,2025,Ferrari
BOR,Kick Sauber,46.0,,,,,,,False,Australian Grand Prix,2025,Ferrari
SAI,Williams,1.0,,,,,,,False,Australian Grand Prix,2025,Mercedes
HAD,Racing Bulls,1.0,,,,,,,False,Australian Grand Prix,2025,Honda
RUS,Mercedes,1.0,0 days 00:02:04.644000,,0 days 00:00:21.030000,0 days 00:00:58.930000,207.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,2.0,,0 days 00:00:57.443000,0 days 00:00:36.070000,0 days 00:01:14.613000,181.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,3.0,,0 days 00:00:55.842000,0 days 00:00:33.693000,0 days 00:01:12.902000,148.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,4.0,,0 days 00:00:53.578000,0 days 00:00:32.777000,0 days 00:01:10.152000,169.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,5.0,0 days 00:02:21.712000,0 days 00:00:51.373000,0 days 00:00:31.913000,0 days 00:00:58.426000,185.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,6.0,0 days 00:02:19.485000,0 days 00:00:47.746000,0 days 00:00:33.735000,0 days 00:00:58.004000,114.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,7.0,0 days 00:02:14.684000,0 days 00:00:45.565000,0 days 00:00:31.759000,0 days 00:00:57.360000,234.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,8.0,0 days 00:01:37.824000,0 days 00:00:35.549000,0 days 00:00:20.248000,0 days 00:00:42.027000,251.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,9.0,0 days 00:01:34.873000,0 days 00:00:34.074000,0 days 00:00:19.847000,0 days 00:00:40.952000,269.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,10.0,0 days 00:01:33.587000,0 days 00:00:33.442000,0 days 00:00:19.662000,0 days 00:00:40.483000,276.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,11.0,0 days 00:01:33.347000,0 days 00:00:33.297000,0 days 00:00:19.554000,0 days 00:00:40.496000,281.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,12.0,0 days 00:01:32.803000,0 days 00:00:33.269000,0 days 00:00:19.534000,0 days 00:00:40,278.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,13.0,0 days 00:01:32.364000,0 days 00:00:33.147000,0 days 00:00:19.431000,0 days 00:00:39.786000,286.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,14.0,0 days 00:01:31.856000,0 days 00:00:32.788000,0 days 00:00:19.377000,0 days 00:00:39.691000,284.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,15.0,0 days 00:01:31.885000,0 days 00:00:32.609000,0 days 00:00:19.336000,0 days 00:00:39.940000,281.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,16.0,0 days 00:01:31.739000,0 days 00:00:32.718000,0 days 00:00:19.364000,0 days 00:00:39.657000,288.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,17.0,0 days 00:01:31.597000,0 days 00:00:32.426000,0 days 00:00:19.226000,0 days 00:00:39.945000,284.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,18.0,0 days 00:01:31.740000,0 days 00:00:32.524000,0 days 00:00:19.143000,0 days 00:00:40.073000,279.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,19.0,0 days 00:01:32.189000,0 days 00:00:32.910000,0 days 00:00:19.139000,0 days 00:00:40.140000,277.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,20.0,0 days 00:01:31.315000,0 days 00:00:32.420000,0 days 00:00:19.147000,0 days 00:00:39.748000,281.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,21.0,0 days 00:01:31.127000,0 days 00:00:32.447000,0 days 00:00:19.026000,0 days 00:00:39.654000,276.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,22.0,0 days 00:01:31.029000,0 days 00:00:32.528000,0 days 00:00:19.123000,0 days 00:00:39.378000,277.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,23.0,0 days 00:01:30.975000,0 days 00:00:32.370000,0 days 00:00:19.106000,0 days 00:00:39.499000,288.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,24.0,0 days 00:01:30.673000,0 days 00:00:32.023000,0 days 00:00:19.104000,0 days 00:00:39.546000,279.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,25.0,0 days 00:01:30.488000,0 days 00:00:32.021000,0 days 00:00:19.014000,0 days 00:00:39.453000,291.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,26.0,0 days 00:01:30.111000,0 days 00:00:31.996000,0 days 00:00:18.996000,0 days 00:00:39.119000,286.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,27.0,0 days 00:01:29.863000,0 days 00:00:31.797000,0 days 00:00:18.898000,0 days 00:00:39.168000,283.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,28.0,0 days 00:01:29.696000,0 days 00:00:31.673000,0 days 00:00:18.841000,0 days 00:00:39.182000,287.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,29.0,0 days 00:01:29.488000,0 days 00:00:31.568000,0 days 00:00:18.860000,0 days 00:00:39.060000,292.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,30.0,0 days 00:01:29.789000,0 days 00:00:31.712000,0 days 00:00:18.860000,0 days 00:00:39.217000,284.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,31.0,0 days 00:01:29.041000,0 days 00:00:31.561000,0 days 00:00:18.875000,0 days 00:00:38.605000,290.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,32.0,0 days 00:01:29.361000,0 days 00:00:31.492000,0 days 00:00:18.922000,0 days 00:00:38.947000,292.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,33.0,0 days 00:01:30.553000,0 days 00:00:32.067000,0 days 00:00:19.118000,0 days 00:00:39.368000,283.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,34.0,0 days 00:02:15.518000,0 days 00:00:42.826000,0 days 00:00:28.443000,0 days 00:01:04.249000,121.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,35.0,0 days 00:02:05.981000,0 days 00:00:49.054000,0 days 00:00:30.229000,0 days 00:00:46.698000,159.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,36.0,0 days 00:01:44.906000,0 days 00:00:34.859000,0 days 00:00:28.574000,0 days 00:00:41.473000,255.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,37.0,,0 days 00:00:36.791000,0 days 00:00:40.841000,0 days 00:01:14.707000,278.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,38.0,0 days 00:02:18.272000,0 days 00:00:40.496000,0 days 00:00:41.465000,0 days 00:00:56.311000,231.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,39.0,0 days 00:02:12.784000,0 days 00:00:42.704000,0 days 00:00:35.771000,0 days 00:00:54.309000,209.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,40.0,0 days 00:02:11.368000,0 days 00:00:43.127000,0 days 00:00:34.370000,0 days 00:00:53.871000,239.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,41.0,0 days 00:02:11.214000,0 days 00:00:44.501000,0 days 00:00:29.287000,0 days 00:00:57.426000,156.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,42.0,0 days 00:01:26.239000,0 days 00:00:30.615000,0 days 00:00:18.828000,0 days 00:00:36.796000,289.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,43.0,0 days 00:01:25.065000,0 days 00:00:29.511000,0 days 00:00:18.617000,0 days 00:00:36.937000,298.0,4.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,44.0,0 days 00:01:46.238000,0 days 00:00:29.685000,0 days 00:00:18.585000,0 days 00:00:57.968000,304.0,8.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,45.0,0 days 00:01:36.330000,0 days 00:00:37.662000,0 days 00:00:18.989000,0 days 00:00:39.679000,224.0,8.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,46.0,0 days 00:01:31.870000,0 days 00:00:31.808000,0 days 00:00:18.881000,0 days 00:00:41.181000,292.0,6.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,47.0,0 days 00:02:02.439000,0 days 00:00:35.488000,0 days 00:00:31.352000,0 days 00:00:55.599000,276.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,48.0,0 days 00:02:03.129000,0 days 00:00:40.318000,0 days 00:00:24.087000,0 days 00:00:58.724000,163.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,49.0,0 days 00:02:24.163000,0 days 00:00:52.027000,0 days 00:00:31.920000,0 days 00:01:00.216000,128.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,50.0,0 days 00:02:22.305000,0 days 00:00:53.048000,0 days 00:00:31.690000,0 days 00:00:57.567000,120.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,51.0,0 days 00:02:13.149000,0 days 00:00:47.256000,0 days 00:00:29.530000,0 days 00:00:56.363000,162.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,52.0,0 days 00:01:34.334000,0 days 00:00:33.990000,0 days 00:00:19.388000,0 days 00:00:40.956000,242.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,53.0,0 days 00:01:31.177000,0 days 00:00:32.409000,0 days 00:00:19.021000,0 days 00:00:39.747000,272.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,54.0,0 days 00:01:30.410000,0 days 00:00:32.048000,0 days 00:00:18.908000,0 days 00:00:39.454000,284.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,55.0,0 days 00:01:30.076000,0 days 00:00:31.595000,0 days 00:00:18.924000,0 days 00:00:39.557000,292.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,56.0,0 days 00:01:29.454000,0 days 00:00:31.449000,0 days 00:00:18.852000,0 days 00:00:39.153000,278.0,3.0,False,Australian Grand Prix,2025,Mercedes
RUS,Mercedes,57.0,0 days 00:01:29.117000,0 days 00:00:31.356000,0 days 00:00:18.721000,0 days 00:00:39.040000,289.0,3.0,False,Australian Grand Prix,2025,Mercedes
DOO,Alpine,1.0,,,,,,,False,Australian Grand Prix,2025,Renault
PIA,McLaren,1.0,0 days 00:02:00.807000,,0 days 00:00:20.844000,0 days 00:00:56.056000,226.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,2.0,,0 days 00:00:58.462000,0 days 00:00:37.621000,0 days 00:01:13.460000,191.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,3.0,,0 days 00:00:56.776000,0 days 00:00:33.402000,0 days 00:01:12.129000,163.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,4.0,,0 days 00:00:54.050000,0 days 00:00:33.430000,0 days 00:01:08.245000,160.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,5.0,0 days 00:02:23.155000,0 days 00:00:53.433000,0 days 00:00:32.176000,0 days 00:00:57.546000,189.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,6.0,0 days 00:02:19.873000,0 days 00:00:48.116000,0 days 00:00:33.226000,0 days 00:00:58.531000,132.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,7.0,0 days 00:02:15.569000,0 days 00:00:45.770000,0 days 00:00:30.859000,0 days 00:00:58.940000,231.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,8.0,0 days 00:01:37.251000,0 days 00:00:35.144000,0 days 00:00:20.025000,0 days 00:00:42.082000,257.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,9.0,0 days 00:01:34.578000,0 days 00:00:34.085000,0 days 00:00:19.805000,0 days 00:00:40.688000,273.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,10.0,0 days 00:01:32.672000,0 days 00:00:33.169000,0 days 00:00:19.497000,0 days 00:00:40.006000,280.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,11.0,0 days 00:01:31.959000,0 days 00:00:32.814000,0 days 00:00:19.223000,0 days 00:00:39.922000,271.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,12.0,0 days 00:01:31.290000,0 days 00:00:32.660000,0 days 00:00:18.929000,0 days 00:00:39.701000,274.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,13.0,0 days 00:01:31.377000,0 days 00:00:32.680000,0 days 00:00:18.981000,0 days 00:00:39.716000,274.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,14.0,0 days 00:01:30.555000,0 days 00:00:32.338000,0 days 00:00:18.899000,0 days 00:00:39.318000,273.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,15.0,0 days 00:01:30.343000,0 days 00:00:32.263000,0 days 00:00:18.681000,0 days 00:00:39.399000,278.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,16.0,0 days 00:01:30.722000,0 days 00:00:32.097000,0 days 00:00:18.694000,0 days 00:00:39.931000,279.0,3.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,17.0,0 days 00:01:30.696000,0 days 00:00:32.231000,0 days 00:00:18.692000,0 days 00:00:39.773000,283.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,18.0,0 days 00:01:30.143000,0 days 00:00:31.770000,0 days 00:00:18.987000,0 days 00:00:39.386000,281.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,19.0,0 days 00:01:30.816000,0 days 00:00:32.011000,0 days 00:00:18.926000,0 days 00:00:39.879000,284.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,20.0,0 days 00:01:30.159000,0 days 00:00:31.769000,0 days 00:00:18.968000,0 days 00:00:39.422000,286.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,21.0,0 days 00:01:29.727000,0 days 00:00:31.622000,0 days 00:00:18.849000,0 days 00:00:39.256000,286.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,22.0,0 days 00:01:30.214000,0 days 00:00:32.012000,0 days 00:00:18.884000,0 days 00:00:39.318000,280.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,23.0,0 days 00:01:29.739000,0 days 00:00:31.686000,0 days 00:00:18.880000,0 days 00:00:39.173000,282.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,24.0,0 days 00:01:29.626000,0 days 00:00:31.595000,0 days 00:00:18.958000,0 days 00:00:39.073000,286.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,25.0,0 days 00:01:29.295000,0 days 00:00:31.593000,0 days 00:00:18.778000,0 days 00:00:38.924000,290.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,26.0,0 days 00:01:29.133000,0 days 00:00:31.668000,0 days 00:00:18.835000,0 days 00:00:38.630000,293.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,27.0,0 days 00:01:29.037000,0 days 00:00:31.514000,0 days 00:00:18.857000,0 days 00:00:38.666000,287.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,28.0,0 days 00:01:28.629000,0 days 00:00:31.511000,0 days 00:00:18.640000,0 days 00:00:38.478000,289.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,29.0,0 days 00:01:28.188000,0 days 00:00:31.358000,0 days 00:00:18.343000,0 days 00:00:38.487000,292.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,30.0,0 days 00:01:28.331000,0 days 00:00:31.431000,0 days 00:00:18.388000,0 days 00:00:38.512000,294.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,31.0,0 days 00:01:27.916000,0 days 00:00:31.235000,0 days 00:00:18.319000,0 days 00:00:38.362000,296.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,32.0,0 days 00:01:29.379000,0 days 00:00:31.377000,0 days 00:00:19.491000,0 days 00:00:38.511000,293.0,2.0,True,Australian Grand Prix,2025,Mercedes
PIA,McLaren,33.0,0 days 00:01:28.226000,0 days 00:00:31.020000,0 days 00:00:18.951000,0 days 00:00:38.255000,290.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,34.0,0 days 00:02:07.025000,0 days 00:00:31.271000,0 days 00:00:30.119000,0 days 00:01:05.635000,294.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,35.0,0 days 00:02:03.781000,0 days 00:00:46.738000,0 days 00:00:30.477000,0 days 00:00:46.566000,170.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,36.0,0 days 00:02:11.212000,0 days 00:00:41.431000,0 days 00:00:35.359000,0 days 00:00:54.422000,191.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,37.0,,0 days 00:00:45.192000,0 days 00:00:41.406000,0 days 00:01:13.105000,152.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,38.0,0 days 00:02:18.892000,0 days 00:00:42.993000,0 days 00:00:41.293000,0 days 00:00:54.606000,246.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,39.0,0 days 00:02:13.780000,0 days 00:00:43.940000,0 days 00:00:34.284000,0 days 00:00:55.556000,195.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,40.0,0 days 00:02:13.016000,0 days 00:00:45.907000,0 days 00:00:33.189000,0 days 00:00:53.920000,243.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,41.0,0 days 00:02:13.553000,0 days 00:00:44.925000,0 days 00:00:29.037000,0 days 00:00:59.591000,219.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,42.0,0 days 00:01:24.583000,0 days 00:00:30.119000,0 days 00:00:18.793000,0 days 00:00:35.671000,296.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,43.0,0 days 00:01:23.242000,0 days 00:00:28.966000,0 days 00:00:18.613000,0 days 00:00:35.663000,304.0,2.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,44.0,,0 days 00:00:28.917000,0 days 00:00:18.393000,,302.0,15.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,45.0,0 days 00:01:38.184000,0 days 00:00:36.775000,0 days 00:00:19.084000,0 days 00:00:42.325000,216.0,15.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,46.0,0 days 00:01:51.022000,0 days 00:00:34.707000,0 days 00:00:25.856000,0 days 00:00:50.459000,263.0,14.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,47.0,0 days 00:02:00.170000,0 days 00:00:41.299000,0 days 00:00:28.610000,0 days 00:00:50.261000,177.0,13.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,48.0,0 days 00:01:42.413000,0 days 00:00:37.344000,0 days 00:00:20.296000,0 days 00:00:44.773000,150.0,13.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,49.0,0 days 00:01:40.440000,0 days 00:00:37.630000,0 days 00:00:20.249000,0 days 00:00:42.561000,205.0,13.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,50.0,0 days 00:02:03.732000,0 days 00:00:34.861000,0 days 00:00:26.734000,0 days 00:01:02.137000,266.0,13.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,51.0,0 days 00:02:04.275000,0 days 00:00:44.202000,0 days 00:00:26.208000,0 days 00:00:53.865000,185.0,12.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,52.0,0 days 00:01:37.224000,0 days 00:00:36.897000,0 days 00:00:19.713000,0 days 00:00:40.614000,243.0,12.0,False,Australian Grand Prix,2025,Mercedes
PIA,McLaren,53.0,0 days 00:01:31.809000,0 days 00:00:32.931000,0 days 00:00:19.045000,0 days 00:00:39.833000,272.0,11.0,False,Australian Grand Prix,2025,Mercedes
